序号,纬度,经度,速度,车辆状态,设备序列号,时间
1261,31.216303,121.383852,60,1,A0112,2021.03.23 9:45:00
1262,31.216303,121.383852,60,1,A0113,2021.03.23 9:45:00
1263,31.216233,121.384268,60,1,A0112,2021.03.23 9:45:10
1264,31.216233,121.384268,60,1,A0113,2021.03.23 9:45:10
1265,31.216078,121.385067,60,1,A0112,2021.03.23 9:45:20
1266,31.216078,121.385067,60,1,A0113,2021.03.23 9:45:20
1267,31.215888,121.385997,60,1,A0112,2021.03.23 9:45:30
1268,31.215888,121.385997,60,1,A0113,2021.03.23 9:45:30
1269,31.215768,121.386507,60,1,A0112,2021.03.23 9:45:40
1270,31.215768,121.386507,60,1,A0113,2021.03.23 9:45:40
1271,31.215738,121.38666,60,1,A0112,2021.03.23 9:45:50
1272,31.215738,121.38666,60,1,A0113,2021.03.23 9:45:50
1273,31.215743,121.386662,60,1,A0112,2021.03.23 9:46:00
1274,31.215743,121.386662,60,1,A0113,2021.03.23 9:46:00
1275,31.215657,121.38709,60,1,A0112,2021.03.23 9:46:10
1276,31.215657,121.38709,60,1,A0113,2021.03.23 9:46:10
1277,31.215547,121.387732,60,1,A0112,2021.03.23 9:46:20
1278,31.215547,121.387732,60,1,A0113,2021.03.23 9:46:20
1279,31.215425,121.388185,60,1,A0112,2021.03.23 9:46:30
1280,31.215425,121.388185,60,1,A0113,2021.03.23 9:46:30
1281,31.215335,121.388472,60,1,A0112,2021.03.23 9:46:40
1282,31.215335,121.388472,60,1,A0113,2021.03.23 9:46:40
1283,31.215312,121.388635,60,1,A0112,2021.03.23 9:46:50
1284,31.215312,121.388635,60,1,A0113,2021.03.23 9:46:50
1285,31.215305,121.388627,60,1,A0112,2021.03.23 9:47:00
1286,31.215305,121.388627,60,1,A0113,2021.03.23 9:47:00
1287,31.21528,121.388768,60,1,A0112,2021.03.23 9:47:10
1288,31.21528,121.388768,60,1,A0113,2021.03.23 9:47:10
1289,31.215158,121.389492,60,1,A0112,2021.03.23 9:47:20
1290,31.215158,121.389492,60,1,A0113,2021.03.23 9:47:20
1291,31.214968,121.390362,60,1,A0112,2021.03.23 9:47:30
1292,31.214968,121.390362,60,1,A0113,2021.03.23 9:47:30
1293,31.214813,121.391058,60,1,A0112,2021.03.23 9:47:40
1294,31.214813,121.391058,60,1,A0113,2021.03.23 9:47:40
1295,31.214643,121.391785,60,1,A0112,2021.03.23 9:47:50
1296,31.214643,121.391785,60,1,A0113,2021.03.23 9:47:50
1297,31.214518,121.392288,60,1,A0112,2021.03.23 9:48:00
1298,31.214518,121.392288,60,1,A0113,2021.03.23 9:48:00
1299,31.214508,121.392367,60,1,A0112,2021.03.23 9:48:10
1300,31.214508,121.392367,60,1,A0113,2021.03.23 9:48:10
1301,31.21449,121.392453,60,1,A0112,2021.03.23 9:48:20
1302,31.21449,121.392453,60,1,A0113,2021.03.23 9:48:20
1303,31.214343,121.393073,60,1,A0112,2021.03.23 9:48:30
1304,31.214343,121.393073,60,1,A0113,2021.03.23 9:48:30
1305,31.214257,121.393402,60,1,A0112,2021.03.23 9:48:40
1306,31.214257,121.393402,60,1,A0113,2021.03.23 9:48:40
1307,31.214248,121.393407,60,1,A0112,2021.03.23 9:48:50
1308,31.214248,121.393407,60,1,A0113,2021.03.23 9:48:50
1309,31.214242,121.39342,60,1,A0112,2021.03.23 9:49:00
1310,31.214242,121.39342,60,1,A0113,2021.03.23 9:49:00
1311,31.21424,121.393427,60,1,A0112,2021.03.23 9:49:10
1312,31.21424,121.393427,60,1,A0113,2021.03.23 9:49:10
1313,31.214238,121.393433,60,1,A0112,2021.03.23 9:49:20
1314,31.214238,121.393433,60,1,A0113,2021.03.23 9:49:20
1315,31.214232,121.393442,60,1,A0112,2021.03.23 9:49:30
1316,31.214232,121.393442,60,1,A0113,2021.03.23 9:49:30
1317,31.21423,121.393448,60,1,A0112,2021.03.23 9:49:40
1318,31.21423,121.393448,60,1,A0113,2021.03.23 9:49:40
1319,31.214225,121.393448,60,1,A0112,2021.03.23 9:49:50
1320,31.214225,121.393448,60,1,A0113,2021.03.23 9:49:50
1321,31.21422,121.393452,60,1,A0112,2021.03.23 9:50:00
1322,31.21422,121.393452,60,1,A0113,2021.03.23 9:50:00
1323,31.214217,121.393453,60,1,A0112,2021.03.23 9:50:10
1324,31.214217,121.393453,60,1,A0113,2021.03.23 9:50:10
1325,31.214147,121.393713,60,1,A0112,2021.03.23 9:50:20
1326,31.214147,121.393713,60,1,A0113,2021.03.23 9:50:20
1327,31.213928,121.394475,60,1,A0112,2021.03.23 9:50:30
1328,31.213928,121.394475,60,1,A0113,2021.03.23 9:50:30
1329,31.213788,121.394988,60,1,A0112,2021.03.23 9:50:40
1330,31.213788,121.394988,60,1,A0113,2021.03.23 9:50:40
1331,31.2138,121.394983,60,1,A0112,2021.03.23 9:50:50
1332,31.2138,121.394983,60,1,A0113,2021.03.23 9:50:50
1333,31.213815,121.39498,60,1,A0112,2021.03.23 9:51:00
1334,31.213815,121.39498,60,1,A0113,2021.03.23 9:51:00
1335,31.213822,121.394978,60,1,A0112,2021.03.23 9:51:10
1336,31.213822,121.394978,60,1,A0113,2021.03.23 9:51:10
1337,31.21382,121.394975,60,1,A0112,2021.03.23 9:51:20
1338,31.21382,121.394975,60,1,A0113,2021.03.23 9:51:20
1339,31.213825,121.394973,60,1,A0112,2021.03.23 9:51:30
1340,31.213825,121.394973,60,1,A0113,2021.03.23 9:51:30
1341,31.213827,121.394972,60,1,A0112,2021.03.23 9:51:40
1342,31.213827,121.394972,60,1,A0113,2021.03.23 9:51:40
1343,31.213822,121.394972,60,1,A0112,2021.03.23 9:51:50
1344,31.213822,121.394972,60,1,A0113,2021.03.23 9:51:50
1345,31.213822,121.394977,60,1,A0112,2021.03.23 9:52:00
1346,31.213822,121.394977,60,1,A0113,2021.03.23 9:52:00
1347,31.21382,121.394992,60,1,A0112,2021.03.23 9:52:10
1348,31.21382,121.394992,60,1,A0113,2021.03.23 9:52:10
1349,31.21361,121.39555,60,1,A0112,2021.03.23 9:52:20
1350,31.21361,121.39555,60,1,A0113,2021.03.23 9:52:20
1351,31.213355,121.39638,60,1,A0112,2021.03.23 9:52:30
1352,31.213355,121.39638,60,1,A0113,2021.03.23 9:52:30
1353,31.213173,121.397455,60,1,A0112,2021.03.23 9:52:40
1354,31.213173,121.397455,60,1,A0113,2021.03.23 9:52:40
1355,31.213042,121.39802,60,1,A0112,2021.03.23 9:52:50
1356,31.213042,121.39802,60,1,A0113,2021.03.23 9:52:50
1357,31.213025,121.398107,60,1,A0112,2021.03.23 9:53:00
1358,31.213025,121.398107,60,1,A0113,2021.03.23 9:53:00
1359,31.21297,121.398553,60,1,A0112,2021.03.23 9:53:10
1360,31.21297,121.398553,60,1,A0113,2021.03.23 9:53:10
1361,31.212963,121.398613,60,1,A0112,2021.03.23 9:53:20
1362,31.212963,121.398613,60,1,A0113,2021.03.23 9:53:20
1363,31.212935,121.398718,60,1,A0112,2021.03.23 9:53:30
1364,31.212935,121.398718,60,1,A0113,2021.03.23 9:53:30
1365,31.2129,121.399045,60,1,A0112,2021.03.23 9:53:40
1366,31.2129,121.399045,60,1,A0113,2021.03.23 9:53:40
1367,31.212903,121.399043,60,1,A0112,2021.03.23 9:53:50
1368,31.212903,121.399043,60,1,A0113,2021.03.23 9:53:50
1369,31.212895,121.399033,60,1,A0112,2021.03.23 9:54:00
1370,31.212895,121.399033,60,1,A0113,2021.03.23 9:54:00
1371,31.21288,121.399115,60,1,A0112,2021.03.23 9:54:10
1372,31.21288,121.399115,60,1,A0113,2021.03.23 9:54:10
1373,31.21279,121.399777,60,1,A0112,2021.03.23 9:54:20
1374,31.21279,121.399777,60,1,A0113,2021.03.23 9:54:20
1375,31.212647,121.400698,60,1,A0112,2021.03.23 9:54:30
1376,31.212647,121.400698,60,1,A0113,2021.03.23 9:54:30
1377,31.212497,121.401595,60,1,A0112,2021.03.23 9:54:40
1378,31.212497,121.401595,60,1,A0113,2021.03.23 9:54:40
1379,31.212397,121.402203,60,1,A0112,2021.03.23 9:54:50
1380,31.212397,121.402203,60,1,A0113,2021.03.23 9:54:50
1381,31.212355,121.402313,60,1,A0112,2021.03.23 9:55:00
1382,31.212355,121.402313,60,1,A0113,2021.03.23 9:55:00
1383,31.212328,121.402293,60,1,A0112,2021.03.23 9:55:10
1384,31.212328,121.402293,60,1,A0113,2021.03.23 9:55:10
1385,31.21233,121.402283,60,1,A0112,2021.03.23 9:55:20
1386,31.21233,121.402283,60,1,A0113,2021.03.23 9:55:20
1387,31.21236,121.402303,60,1,A0112,2021.03.23 9:55:30
1388,31.21236,121.402303,60,1,A0113,2021.03.23 9:55:30
1389,31.212373,121.402312,60,1,A0112,2021.03.23 9:55:40
1390,31.212373,121.402312,60,1,A0113,2021.03.23 9:55:40
1391,31.212378,121.402315,60,1,A0112,2021.03.23 9:55:50
1392,31.212378,121.402315,60,1,A0113,2021.03.23 9:55:50
1393,31.212373,121.402368,60,1,A0112,2021.03.23 9:56:00
1394,31.212373,121.402368,60,1,A0113,2021.03.23 9:56:00
1395,31.212233,121.403048,60,1,A0112,2021.03.23 9:56:10
1396,31.212233,121.403048,60,1,A0113,2021.03.23 9:56:10
1397,31.212065,121.40378,60,1,A0112,2021.03.23 9:56:20
1398,31.212065,121.40378,60,1,A0113,2021.03.23 9:56:20
1399,31.212015,121.404038,60,1,A0112,2021.03.23 9:56:30
1400,31.212015,121.404038,60,1,A0113,2021.03.23 9:56:30
1401,31.211965,121.404188,60,1,A0112,2021.03.23 9:56:40
1402,31.211965,121.404188,60,1,A0113,2021.03.23 9:56:40
1403,31.21197,121.4042,60,1,A0112,2021.03.23 9:56:50
1404,31.21197,121.4042,60,1,A0113,2021.03.23 9:56:50
1405,31.21198,121.404252,60,1,A0112,2021.03.23 9:57:00
1406,31.21198,121.404252,60,1,A0113,2021.03.23 9:57:00
1407,31.211973,121.404302,60,1,A0112,2021.03.23 9:57:10
1408,31.211973,121.404302,60,1,A0113,2021.03.23 9:57:10
1409,31.211912,121.404572,60,1,A0112,2021.03.23 9:57:20
1410,31.211912,121.404572,60,1,A0113,2021.03.23 9:57:20
1411,31.211862,121.404778,60,1,A0112,2021.03.23 9:57:30
1412,31.211862,121.404778,60,1,A0113,2021.03.23 9:57:30
1413,31.211805,121.404975,60,1,A0112,2021.03.23 9:57:40
1414,31.211805,121.404975,60,1,A0113,2021.03.23 9:57:40
1415,31.211743,121.405148,60,1,A0112,2021.03.23 9:57:50
1416,31.211743,121.405148,60,1,A0113,2021.03.23 9:57:50
1417,31.211638,121.405478,60,1,A0112,2021.03.23 9:58:00
1418,31.211638,121.405478,60,1,A0113,2021.03.23 9:58:00
1419,31.211625,121.405568,60,1,A0112,2021.03.23 9:58:10
1420,31.211625,121.405568,60,1,A0113,2021.03.23 9:58:10
1421,31.211627,121.405583,60,1,A0112,2021.03.23 9:58:20
1422,31.211627,121.405583,60,1,A0113,2021.03.23 9:58:20
1423,31.211625,121.405595,60,1,A0112,2021.03.23 9:58:30
1424,31.211625,121.405595,60,1,A0113,2021.03.23 9:58:30
1425,31.211623,121.405605,60,1,A0112,2021.03.23 9:58:40
1426,31.211623,121.405605,60,1,A0113,2021.03.23 9:58:40
1427,31.21163,121.40561,60,1,A0112,2021.03.23 9:58:50
1428,31.21163,121.40561,60,1,A0113,2021.03.23 9:58:50
1429,31.211632,121.40561,60,1,A0112,2021.03.23 9:59:00
1430,31.211632,121.40561,60,1,A0113,2021.03.23 9:59:00
1431,31.211627,121.40561,60,1,A0112,2021.03.23 9:59:10
1432,31.211627,121.40561,60,1,A0113,2021.03.23 9:59:10
1433,31.21163,121.40562,60,1,A0112,2021.03.23 9:59:20
1434,31.21163,121.40562,60,1,A0113,2021.03.23 9:59:20
1435,31.211628,121.405627,60,1,A0112,2021.03.23 9:59:30
1436,31.211628,121.405627,60,1,A0113,2021.03.23 9:59:30
1437,31.211627,121.40563,60,1,A0112,2021.03.23 9:59:40
1438,31.211627,121.40563,60,1,A0113,2021.03.23 9:59:40
1439,31.211622,121.405632,60,1,A0112,2021.03.23 9:59:50
1440,31.211622,121.405632,60,1,A0113,2021.03.23 9:59:50
1441,31.211617,121.405638,60,1,A0112,2021.03.23 10:00:00
1442,31.211617,121.405638,60,1,A0113,2021.03.23 10:00:00
